title,year,author
More Evidence on the Performance of Merger Simulations,2011,"['Weinberg, Matthew C.']"
Does Concentration Matter? Measurement of Petroleum Merger Price Effects,2011,"['Hosken, Daniel', 'Silvia, Louis', 'Taylor, Christopher']"
The Cyclical Behavior of Debt and Equity Finance,2011,"['Covas, Francisco', 'Den Haan, Wouter J.']"
Sales and Monetary Policy,2011,"['Guimaraes, Bernardo', 'Sheedy, Kevin D.']"
Bundle-Size Pricing as an Approximation to Mixed Bundling,2011,"['Chu, Chenghuan Sean', 'Leslie, Phillip', 'Sorensen, Alan']"
"Reference Prices, Costs, and Nominal Rigidities",2011,"['Eichenbaum, Martin', 'Jaimovich, Nir', 'Rebelo, Sergio']"
Growing Like China,2011,"['Song, Zheng', 'Storesletten, Kjetil', 'Zilibotti, Fabrizio']"
"Is Tiger Woods Loss Averse? Persistent Bias in the Face of Experience, Competition, and High Stakes",2011,"['Pope, Devin G.', 'Schweitzer, Maurice E.']"
Psychological Pressure in Competitive Environments: Evidence from a Randomized Natural Experiment,2010,"['Apesteguia, Jose', 'Palacios-Huerta, Ignacio']"
"Organizational Structure, Communication, and Group Ethics",2010,"['Ellman, Matthew', 'Pezanis-Christou, Paul']"
Inheritance Law and Investment in Family Firms,2010,"['Ellul, Andrew', 'Pagano, Marco', 'Panunzi, Fausto']"
"Inventories, Lumpy Trade, and Large Devaluations",2010,"['Alessandria, George', 'Kaboski, Joseph P.', 'Midrigan, Virgiliu']"
A Price Theory of Multi-sided Platforms,2010,"['Weyl, E. Glen']"
Are Health Insurance Markets Competitive?,2010,"['Dafny, Leemore S.']"
Social Comparisons and Contributions to Online Communities: A Field Experiment on MovieLens,2010,"['Chen, Yan', 'Harper, F. Maxwell', 'Konstan, Joseph', 'Li, Sherry Xin']"
Morally Motivated Self-Regulation,2010,"['Baron, David P.']"
Vertical Relationships and Competition in Retail Gasoline Markets: Empirical Evidence from Contract Changes in Southern California: Comment,2010,"['Taylor, Christopher T.', 'Kreisle, Nicholas M.', 'Zimmerman, Paul R.']"
What Causes Industry Agglomeration? Evidence from Coagglomeration Patterns,2010,"['Ellison, Glenn', 'Glaeser, Edward L.', 'Kerr, William R.']"
The Burden of the Nondiversifiable Risk of Entrepreneurship,2010,"['Hall, Robert E.', 'Woodward, Susan E.']"
Is a Donor in Hand Better Than Two in the Bush? Evidence from a Natural Field Experiment,2010,"['Landry, Craig E.', 'Lange, Andreas', 'List, John A.', 'Price, Michael K.', 'Rupp, Nicholas G.']"
"Emissions Trading, Electricity Restructuring, and Investment in Pollution Abatement",2010,"['Fowlie, Meredith']"
A Study of the Internal Organization of a Bidding Cartel,2010,"['Asker, John']"
Product Creation and Destruction: Evidence and Price Implications,2010,"['Broda, Christian', 'Weinstein, David E.']"
Wage Subsidies for Microenterprises,2010,"['de Mel, Suresh', 'McKenzie, David', 'Woodruff, Christopher']"
The Impact of Targeting Technology on Advertising Markets and Media Competition,2010,"['Athey, Susan', 'Gans, Joshua S.']"
Online Advertising: Heterogeneity and Conflation in Market Design,2010,"['Levin, Jonathan', 'Milgrom, Paul']"
"Long Run Risks, Credit Markets, and Financial Structure",2010,"['Bhamra, Harjoat S.', 'Kuehn, Lars-Alexander', 'Strebulaev, Ilya A.']"
Growth Opportunities and Technology Shocks,2010,"['Kogan, Leonid', 'Papanikolaou, Dimitris']"
Investigating Income Effects in Scanner Data: Do Gasoline Prices Affect Grocery Purchases?,2010,"['Gicheva, Dora', 'Hastings, Justine', 'Villas-Boas, Sofia']"
The Impact of Commissions on Home Sales in Greater Boston,2010,"['Jia, Panle', 'Pathak, Parag A.']"
'One Discriminatory Rent' or 'Double Jeopardy': Multicomponent Negotiation for New Car Purchases,2010,"['Busse, Meghan R.', 'Silva-Risso, Jorge M.']"
Intrafirm Trade and Product Contractibility,2010,"['Bernard, Andrew B.', 'Jensen, J. Bradford', 'Redding, Stephen J.', 'Schott, Peter K.']"
Offshoring and Wage Inequality: Using Occupational Licensing as a Shifter of Offshoring Costs,2010,"['Criscuolo, Chiara', 'Garicano, Luis']"
Does Product Market Competition Lead Firms to Decentralize?,2010,"['Bloom, Nicholas', 'Sadun, Raffaella', 'Van Reenen, John']"
Imports 'R' Us: Retail Chains as Platforms for Developing-Country Imports,2010,"['Basker, Emek', 'Van, Pham Hoang']"
Wholesalers and Retailers in US Trade,2010,"['Bernard, Andrew B.', 'Jensen, J. Bradford', 'Redding, Stephen J.', 'Schott, Peter K.']"
Female Hires and the Success of Start-Up Firms,2010,"['Weber, Andrea', 'Zulehner, Christine']"
Unemployment and Small Cap Returns: The Nexus,2010,"['Moscarini, Giuseppe', 'Postel-Vinay, Fabien']"
"Openness, Open Source, and the Veil of Ignorance",2010,"['Scotchmer, Suzanne']"
Network Effects in Biology R&D,2010,"['Henkel, Joachim', 'Maurer, Stephen M.']"
Do Traditional Institutions Constrain Female Entrepreneurship? A Field Experiment on Business Training in India,2010,"['Field, Erica', 'Jayachandran, Seema', 'Pande, Rohini']"
Artistic Originals as a Capital Asset,2010,"['Soloveichik, Rachel']"
Making Room for China in the World Economy,2010,"['Rodrik, Dani']"
Richard T. Ely Lecture: Computer Mediated Transactions,2010,"['Varian, Hal R.']"
The Effect of Medicare Part D on Pharmaceutical Prices and Utilization,2010,"['Duggan, Mark', 'Scott Morton, Fiona']"
Interpersonal Authority in a Theory of the Firm,2010,"['Van den Steen, Eric']"
Multinationals and Anti-sweatshop Activism,2010,"['Harrison, Ann', 'Scorse, Jason']"
Contractibility and the Design of Research Agreements,2010,"['Lerner, Josh', 'Malmendier, Ulrike']"
"Entry, Exit, and Investment-Specific Technical Change",2010,"['Samaniego, Roberto M.']"
Multiple-Product Firms and Product Switching,2010,"['Bernard, Andrew B.', 'Redding, Stephen J.', 'Schott, Peter K.']"
"Technology, International Trade, and Pollution from US Manufacturing",2009,"['Levinson, Arik']"
Surprised by the Parimutuel Odds?,2009,"['Ottaviani, Marco', 'Sorensen, Peter Norman']"
Media Markets and Localism: Does Local News en Espanol Boost Hispanic Voter Turnout?,2009,"['Oberholzer-Gee, Felix', 'Waldfogel, Joel']"
Intra-industry Foreign Direct Investment,2009,"['Alfaro, Laura', 'Charlton, Andrew']"
The Relative Performance of Real Estate Marketing Platforms: MLS versus FSBOMadison.com,2009,"['Hendel, Igal', 'Nevo, Aviv', 'Ortalo-Magne, Francois']"
Naked Exclusion: An Experimental Study of Contracts with Externalities,2009,"['Landeo, Claudia M.', 'Spier, Kathryn E.']"
Adaptation and Vertical Integration in the Airline Industry,2009,"['Januszewski Forbes, Silke', 'Lederman, Mara']"
Risk Taking by Entrepreneurs,2009,"['Vereshchagina, Galina', 'Hopenhayn, Hugo A.']"
Selling to Overconfident Consumers,2009,"['Grubb, Michael D.']"
Has Moral Hazard Become a More Important Factor in Managerial Compensation?,2009,"['Gayle, George-Levi', 'Miller, Robert A.']"
Offshoring and Volatility: Evidence from Mexico's Maquiladora Industry,2009,"['Bergin, Paul R.', 'Feenstra, Robert C.', 'Hanson, Gordon H.']"
Why Do Sellers (Usually) Prefer Auctions?,2009,"['Bulow, Jeremy', 'Klemperer, Paul']"
Technological Revolutions and Stock Prices,2009,"['Pastor, Lubos', 'Veronesi, Pietro']"
"Exclusive Dealing and Entry, When Buyers Compete: Comment",2009,"['Wright, Julian']"
Strategic Leniency and Cartel Enforcement,2009,"['Miller, Nathan H.']"
Should Urban Transit Subsidies Be Reduced?,2009,"['Parry, Ian W. H.', 'Small, Kenneth A.']"
Distributional and Efficiency Impacts of Increased US Gasoline Taxes,2009,"['Bento, Antonio M.', 'Goulder, Lawrence H.', 'Jacobsen, Mark R.', 'von Haefen, Roger H.']"
Bureaucratic Minimal Squawk Behavior: Theory and Evidence from Regulatory Agencies,2009,"['Leaver, Clare']"
Plants and Imported Inputs: New Facts and an Interpretation,2009,"['Kugler, Maurice', 'Verhoogen, Eric']"
Time-Use Patterns and Women Entrepreneurs,2009,"['Gurley-Calvez, Tami', 'Biehl, Amelia', 'Harper, Katherine']"
Doing Good or Doing Well? Image Motivation and Monetary Incentives in Behaving Prosocially,2009,"['Ariely, Dan', 'Bracha, Anat', 'Meier, Stephan']"
Excise Taxes with Multiproduct Transactions,2009,"['Hamilton, Stephen F.']"
Insurer-Provider Networks in the Medical Care Market,2009,"['Ho, Katherine']"
Cognition and Incomplete Contracts,2009,"['Tirole, Jean']"
Peers at Work,2009,"['Mas, Alexandre', 'Moretti, Enrico']"
Trading Tasks: A Simple Theory of Offshoring,2008,"['Grossman, Gene M.', 'Rossi-Hansberg, Esteban']"
Zombie Lending and Depressed Restructuring in Japan,2008,"['Caballero, Ricardo J.', 'Hoshi, Takeo', 'Kashyap, Anil K.']"
Trade Policy and Loss Aversion,2008,"['Freund, Caroline', 'Ozden, Caglar']"
Explaining Changes in Female Labor Supply in a Life-Cycle Model,2008,"['Attanasio, Orazio', 'Low, Hamish', 'Sanchez-Marcos, Virginia']"
Tracing the Impact of Bank Liquidity Shocks: Evidence from an Emerging Market,2008,"['Khwaja, Asim Ijaz', 'Mian, Atif']"
The Unequal Effects of Liberalization: Evidence from Dismantling the License Raj in India,2008,"['Aghion, Philippe', 'Burgess, Robin', 'Redding, Stephen J.', 'Zilibotti, Fabrizio']"
How Strong Are Weak Patents?,2008,"['Farrell, Joseph', 'Shapiro, Carl']"
Competition and Price Variation When Consumers Are Loss Averse,2008,"['Heidhues, Paul', 'Koszegi, Botond']"
Reference-Dependent Preferences and Labor Supply: The Case of New York City Taxi Drivers,2008,"['Farber, Henry S.']"
"Contracts, Hold-Up, and Exports: Textiles and Opium in Colonial India",2008,"['Kranton, Rachel', 'Swamy, Anand V.']"
Stability in Supply Chain Networks,2008,"['Ostrovsky, Michael']"
The Difference That CEOs Make: An Assignment Model Approach,2008,"['Tervio, Marko']"
Firm-Level Heterogeneous Productivity and Demand Shocks: Evidence from Bangladesh,2008,"['Kee, Hiau Looi', 'Krishna, Kala']"
"R&D Investments, Exporting, and the Evolution of Firm Productivity",2008,"['Aw, Bee Yan', 'Roberts, Mark J.', 'Xu, Daniel Yi']"
Welfare Costs of Inflation in a Menu Cost Model,2008,"['Burstein, Ariel', 'Hellwig, Christian']"
Pass-Through in Retail and Wholesale,2008,"['Nakamura, Emi']"
Manipulation and Equity-Based Compensation,2008,"['Peng, Lin', 'Roell, Ailsa']"
How to Define Illegal Price Manipulation,2008,"['Kyle, Albert S.', 'Viswanathan, S.']"
Modeling Competition and Market Equilibrium in Insurance: Empirical Issues,2008,"['Chiappori, Pierre-Andre', 'Salanie, Bernard']"
A Simple Auction Mechanism for the Optimal Allocation of the Commons,2008,"['Montero, Juan-Pablo']"
On the Evolution of Firm Size Distributions,2008,"Angelini, Paolo"
"Reallocation, Firm Turnover, and Efficiency: Selection on Productivity or Profitability?",2008,"['Foster, Lucia', 'Haltiwanger, John', 'Syverson, Chad']"
"Vertical Arrangements, Market Structure, and Competition: An Analysis of Restructured US Electricity Markets",2008,"['Bushnell, James B.', 'Mansur, Erin T.', 'Saravia, Celeste']"
When Does Coordination Require Centralization?,2008,"['Alonso, Ricardo', 'Dessein, Wouter', 'Matouschek, Niko']"
Does Competition among Public Schools Benefit Students and Taxpayers? Reply,2007,"['Hoxby, Caroline M.']"
Does Competition among Public Schools Benefit Students and Taxpayers? Comment,2007,"['Rothstein, Jesse']"
Another Look at Airport Congestion Pricing,2007,"['Morrison, Steven A.', 'Winston, Clifford']"
Vertical Control of Price and Inventory,2007,"['Krishnan, Harish', 'Winter, Ralph A.']"
Impossibility of Collusion under Imperfect Monitoring with Flexible Production,2007,"['Sannikov, Yuliy', 'Skrzypacz, Andrzej']"
Does Price Matter in Charitable Giving? Evidence from a Large-Scale Natural Field Experiment,2007,"['Karlan, Dean', 'List, John A.']"
Antitrust in Innovative Industries,2007,"['Segal, Ilya', 'Whinston, Michael D.']"
Demographics and Industry Returns,2007,"['DellaVigna, Stefano', 'Pollet, Joshua M.']"
Establishment Size Dynamics in the Aggregate Economy,2007,"['Rossi-Hansberg, Esteban', 'Wright, Mark L. J.']"
"Trade Liberalization, Intermediate Inputs, and Productivity: Evidence from Indonesia",2007,"['Amiti, Mary', 'Konings, Jozef']"
Do Vertical Mergers Facilitate Upstream Collusion?,2007,"['Nocke, Volker', 'White, Lucy']"
"Naked Exclusion, Efficient Breach, and Downstream Competition",2007,"['Simpson, John', 'Wickelgren, Abraham L.']"
Do Markets Reduce Costs? Assessing the Impact of Regulatory Restructuring on US Electric Generation Efficiency,2007,"['Fabrizio, Kira R.', 'Rose, Nancy L.', 'Wolfram, Catherine D.']"
Projection Bias in Catalog Orders,2007,"['Conlin, Michael', ""O'Donoghue, Ted"", 'Vogelsang, Timothy J.']"
On the Cyclicality of Research and Development,2007,"['Barlevy, Gadi']"
"Regulation, Capital, and the Evolution of Organizational Form in US Life Insurance",2007,"['Zanjani, George']"
Valuing New Goods in a Model with Complementarity: Online Newspapers,2007,"['Gentzkow, Matthew']"
"An Estimable Dynamic Model of Entry, Exit, and Growth in Oligopoly Retail Markets",2007,"['Aguirregabiria, Victor', 'Mira, Pedro', 'Roman, Hernan']"
"The Impact of New Drugs on US Longevity and Medical Expenditure, 1990-2003: Evidence from Longitudinal, Disease-Level Data",2007,"['Lichtenberg, Frank R.']"
Inward Foreign Direct Investment and Racial Employment Patterns in US Manufacturing,2007,"['Gelan, Abera', 'Husbands Fealing, Kaye', 'Peoples, James']"
The Effect of Globalization on the Performance of Small- and Medium-Sized Enterprises in the United States: Does Owners' Race/Ethnicity Matter?,2007,"['Asiedu, Elizabeth', 'Freeman, James A.']"
Pricing-to-Market in a Ricardian Model of International Trade,2007,"['Atkeson, Andrew', 'Burstein, Ariel']"
Minimax Play at Wimbledon: Comment,2007,"['Hsu, Shih-Hsun', 'Huang, Chen-Ying', 'Tang, Cheng-Tao']"
The Economic Impacts of Climate Change: Evidence from Agricultural Output and Random Fluctuations in Weather,2007,"['Deschenes, Olivier', 'Greenstone, Michael']"
Internet Advertising and the Generalized Second-Price Auction: Selling Billions of Dollars Worth of Keywords,2007,"['Edelman, Benjamin', 'Ostrovsky, Michael', 'Schwarz, Michael']"
Market Share Dynamics and the 'Persistence of Leadership' Debate,2007,"['Sutton, John']"
Modeling the Transition to a New Economy: Lessons from Two Technological Revolutions,2007,"['Atkeson, Andrew', 'Kehoe, Patrick J.']"
Declining Volatility in the U.S. Automobile Industry,2006,"['Ramey, Valerie A.', 'Vine, Daniel J.']"
How Special Is the Special Relationship? Using the Impact of U.S. R&D Spillovers on U.K. Firms as a Test of Technology Sourcing,2006,"['Griffith, Rachel', 'Harrison, Rupert', 'Van Reenen, John']"
Storable Good Monopoly: The Role of Commitment,2006,"['Dudine, Paolo', 'Hendel, Igal', 'Lizzeri, Alessandro']"
Inherited Control and Firm Performance,2006,"['Perez-Gonzalez, Francisco']"
Estimating the Effects of Global Patent Protection in Pharmaceuticals: A Case Study of Quinolones in India,2006,"['Chaudhuri, Shubham', 'Goldberg, Pinelopi K.', 'Jia, Panle']"
"$1,000 Cash Back: The Pass-Through of Auto Manufacturer Promotions",2006,"['Busse, Meghan', 'Silva-Risso, Jorge', 'Zettelmeyer, Florian']"
"Exclusive Dealing and Entry, When Buyers Compete",2006,"['Fumagalli, Chiara', 'Motta, Massimo']"
Handcuffs for the Grabbing Hand? Media Capture and Government Accountability,2006,"['Besley, Timothy', 'Prat, Andrea']"
Paying Not to Go to the Gym,2006,"['DellaVigna, Stefano', 'Malmendier, Ulrike']"
Matching and Price Competition,2006,"['Bulow, Jeremy', 'Levin, Jonathan']"
The Multitask Theory of State Enterprise Reform: Empirical Evidence from China,2006,"['Bai, Chong-En', 'Lu, Jiangyong', 'Tao, Zhigang']"
"Family Structure, Institutions, and Growth: The Origins and Implications of Western Corporations",2006,"['Greif, Avner']"
Point Shaving: Corruption in NCAA Basketball,2006,"['Wolfers, Justin']"
The Impact of State Licensing Regulations on Low-Skilled Immigrants: The Case of Vietnamese Manicurists,2006,"['Federman, Maya N.', 'Harrington, David E.', 'Krynski, Kathy J.']"
The Regulatory Record of the Greenspan Fed,2006,"['Calomiris, Charles W.']"
The Dynamics of Open-Source Contributors,2006,"Lerner, Josh"
Valuing Consumer Products by the Time Spent Using Them: An Application to the Internet,2006,"['Goolsbee, Austan', 'Klenow, Peter J.']"
Did Medicare Induce Pharmaceutical Innovation?,2006,"['Acemoglu, Daron', 'Cutler, David', 'Finkelstein, Amy', 'Linn, Joshua']"
Vertical Integration and Competition,2006,"['Aghion, Philippe', 'Griffith, Rachel', 'Howitt, Peter']"
"Simultaneous Model of Innovation, Secrecy, and Patent Policy",2006,"['Kultti, Klaus', 'Takalo, Tuomas', 'Toikka, Juuso']"
'Build-or-Buy' Strategies in the Local Loop,2006,"['Bourreau, Marc', 'Dogan, Pinar']"
Regulation under Asymmetric Information in Water Utilities,2006,"['Brocas, Isabelle', 'Chan, Kitty', 'Perrigne, Isabelle']"
When to Exit a Product: Evidence from the U.S. Motion-Picture Exhibition Market,2006,"['Chisholm, Darlene C.', 'Norman, George']"
The New York Times and the Market for Local Newspapers,2006,"['George, Lisa M.', 'Waldfogel, Joel']"
Politically Connected Firms,2006,"['Faccio, Mara']"
Do Technological Improvements in the Manufacturing Sector Raise or Lower Employment?,2006,"['Chang, Yongsung', 'Hong, Jay H.']"
On the Workings of a Cartel: Evidence from the Norwegian Cement Industry,2006,"['Roller, Lars-Hendrik', 'Steen, Frode']"
Advertising Content,2006,"['Anderson, Simon P.', 'Renault, Regis']"
The Impact of Outsourcing to China on Hong Kong's Labor Market,2005,"['Hsieh, Chang-Tai', 'Woo, Keong T.']"
On the Irrelevance of Input Prices for Make-or-Buy Decisions,2005,"['Sappington, David E. M.']"
Crises and Capital Requirements in Banking,2005,"['Morrison, Alan D.', 'White, Lucy']"
Secrecy and Safety,2005,"['Daughety, Andrew F.', 'Reinganum, Jennifer F.']"
Incomplete Contracts and the Product Cycle,2005,"['Antras, Pol']"
The Market for News,2005,"['Mullainathan, Sendhil', 'Shleifer, Andrei']"
Conglomerate Entrenchment under Optimal Financial Contracting,2005,"['Faure-Grimaud, Antoine', 'Inderst, Roman']"
Open Access and Academic Journal Quality,2005,"McCabe, Mark J."
Academic Journal Pricing and the Demand of Libraries,2005,"['Nevo, Aviv', 'Rubinfeld, Daniel L.', 'McCabe, Mark']"
The Bundling of Academic Journals,2005,"['Edlin, Aaron S.', 'Rubinfeld, Daniel L.']"
"Moore's Law, Competition, and Intel's Productivity in the Mid-1990s",2005,"['Aizcorbe, Ana']"
Cost-Effective Policies to Reduce Vehicle Emissions,2005,"['Fullerton, Don', 'Gan, Li']"
The Cost of Reducing Gasoline Consumption,2005,"['West, Sarah E.', 'Williams, Roberton C., III']"
Is Pay-as-You-Drive Insurance a Better Way to Reduce Gasoline Than Gasoline Taxes?,2005,"['Parry, Ian W. H.']"
Distributional and Efficiency Impacts of Gasoline Taxes: An Econometrically Based Multi-market Study,2005,"['Bento, Antonio M.', 'Goulder, Lawrence H.', 'Henry, Emeric', 'Jacobsen, Mark R.', 'von Haefen, Roger H.']"
The Net Effect of an Alcohol Tax Increase on Death Rates in Middle Age,2005,"['Cook, Philip J.', 'Ostermann, Jan', 'Sloan, Frank A.']"
Are Alcohol Tax Hikes Fully Passed through to Prices? Evidence from Alaska,2005,"['Kenkel, Donald S.']"
"Passenger Profiling, Imperfect Screening, and Airport Security",2005,"['Persico, Nicola', 'Todd, Petra E.']"
Property Rights and the International Organization of Production,2005,"['Antras, Pol']"
Complementarities between Outsourcing and Foreign Sourcing,2005,"['Grossman, Gene M.', 'Helpman, Elhanan', 'Szeidl, Adam']"
"Distance, Time, and Specialization: Lean Retailing in General Equilibrium",2005,"['Evans, Carolyn L.', 'Harrigan, James']"
"Partnership Firms, Reputation, and Human Capital",2004,"['Morrison, Alan D.', 'Wilhelm, William J., Jr.']"
Capturing Knowledge within and across Firm Boundaries: Evidence from Clinical Development,2004,"['Azoulay, Pierre']"
Constructing Price Indexes across Space and Time: The Case of the European Union,2004,"['Hill, Robert J.']"
Does Fund Size Erode Mutual Fund Performance? The Role of Liquidity and Organization,2004,"['Chen, Joseph', 'Hong, Harrison', 'Huang, Ming', 'Kubik, Jeffrey D.']"
Real Exchange Rate Fluctuations and the Dynamics of Retail Trade Industries on the U.S.-Canada Border,2004,"['Campbell, Jeffrey R.', 'Lapham, Beverly']"
Sunk Investments Lead to Unpredictable Prices,2004,"['Mailath, George J.', 'Postlewaite, Andrew', 'Samuelson, Larry']"
"Opportunism in Multilateral Vertical Contracting: Nondiscrimination, Exclusivity, and Uniformity: Comment",2004,"['Marx, Leslie M.', 'Shaffer, Greg']"
"Workers' Education, Spillovers, and Productivity: Evidence from Plant-Level Production Functions",2004,"['Moretti, Enrico']"
Sunk Costs and Antitrust Barriers to Entry,2004,"['Schmalensee, Richard']"
Why Barriers to Entry Are Barriers to Understanding,2004,"Carlton, Dennis W."
What Is a Barrier to Entry?,2004,"McAfee, R. Preston"
Was Electricity a General Purpose Technology? Evidence from Historical Patent Citations,2004,"['Moser, Petra', 'Nicholas, Tom']"
Institutional Strategies to Achieve Gender Equity in Intercollegiate Athletics: Does Title IX Harm Male Athletes?,2004,"['Anderson, Deborah J.', 'Cheslock, John J.']"
Using 'Insider Econometrics' to Study Productivity,2004,"['Bartel, Ann', 'Ichniowski, Casey', 'Shaw, Kathryn']"
"Dissecting Trade: Firms, Industries, and Export Destinations",2004,"['Eaton, Jonathan', 'Kortum, Samuel', 'Kramarz, Francis']"
The Impact of Labor Strikes on Consumer Demand: An Application to Professional Sports,2004,"['Schmidt, Martin B.', 'Berri, David J.']"
Vertical Relationships and Competition in Retail Gasoline Markets: Empirical Evidence from Contract Changes in Southern California,2004,"['Hastings, Justine S.']"
Dynamic Pricing in the Presence of Antidumping Policy: Theory and Evidence,2004,"['Blonigen, Bruce A.', 'Park, Jee-Hyeong']"
Price Ceilings as Focal Points for Tacit Collusion: Evidence from Credit Cards,2003,"['Knittel, Christopher R.', 'Stango, Victor']"
A Reconsideration of Hedonic Price Indexes with an Application to PC's,2003,"['Pakes, Ariel']"
"Competition, Risk, and Managerial Incentives",2003,"['Raith, Michael']"
"Information, Decisions, and Productivity: On-Board Computers and Capacity Utilization in Trucking",2003,"['Hubbard, Thomas N.']"
"Network Effects, Congestion Externalities, and Air Traffic Delays: Or Why Not All Delays Are Evil",2003,"['Mayer, Christopher', 'Sinai, Todd']"
On the Evolution of the Firm Size Distribution: Facts and Theory,2003,"['Cabral, Luis M. B.', 'Mata, Jose']"
Estimating the Knowledge-Capital Model of the Multinational Enterprise: Reply,2003,"['Carr, David L.', 'Markusen, James R.', 'Maskus, Keith E.']"
Estimating the Knowledge-Capital Model of the Multinational Enterprise: Comment,2003,"['Blonigen, Bruce A.', 'Davies, Ronald B.', 'Head, Keith']"
Risk Sharing and Industrial Specialization: Regional and International Evidence,2003,"['Kalemli-Ozcan, Sebnem', 'Sorensen, Bent E.', 'Yosha, Oved']"
Relational Incentive Contracts,2003,"['Levin, Jonathan']"
Do Government Grants to Private Charities Crowd Out Giving or Fund-Raising?,2003,"['Andreoni, James', 'Payne, A. Abigail']"
"Information, International Substitutability, and Globalization",2003,"['Rauch, James E.', 'Trindade, Vitor']"
Multiproduct Quality Competition: Fighting Brands and Product Line Pruning,2003,"['Johnson, Justin P.', 'Myatt, David P.']"
"Make versus Buy in Trucking: Asset Ownership, Job Design, and Information",2003,"['Baker, George P.', 'Hubbard, Thomas N.']"
Optimal Pricing Mechanisms with Unknown Demand,2003,"['Segal, Ilya']"
The Effects of Environmental Regulation on Technology Diffusion: The Case of Chlorine Manufacturing,2003,"['Snyder, Lori D.', 'Miller, Nolan H.', 'Stavins, Robert N.']"
"Measuring Unilateral Market Power in Wholesale Electricity Markets: The California Market, 1998-2000",2003,"['Wolak, Frank A.']"
Integration and Independent Innovation on a Network,2003,"['Farrell, Joseph']"
The Impact of Bankruptcy on Airline Service Levels,2003,"['Borenstein, Severin', 'Rose, Nancy L.']"
Choosing the Wrong Calling Plan? Ignorance and Learning,2003,"Miravete, Eugenio J."
Stages of Diversification,2003,"['Imbs, Jean', 'Wacziarg, Romain']"
Why Don't Prices Rise during Periods of Peak Demand? Evidence from Scanner Data,2003,"['Chevalier, Judith A.', 'Kashyap, Anil K.', 'Rossi, Peter E.']"
Winning Isn't Everything: Corruption in Sumo Wrestling,2002,"['Duggan, Mark', 'Levitt, Steven D.']"
Effects of Environmental and Land Use Regulation in the Oil and Gas Industry Using the Wyoming Checkerboard as an Experimental Design,2002,"['Kunce, Mitch', 'Gerking, Shelby', 'Morgan, William']"
Information Technology and the U.S. Productivity Revival: What Do the Industry Data Say?,2002,"['Stiroh, Kevin J.']"
Measuring Market Inefficiencies in California's Restructured Wholesale Electricity Market,2002,"['Borenstein, Severin', 'Bushnell, James B.', 'Wolak, Frank A.']"
Airport Congestion When Carriers Have Market Power,2002,"['Brueckner, Jan K.']"
